N,alpha_1,alpha_2,alpha_3,alpha_5,alpha_6,alpha_7,r,sigma,x0_1,x0_2,x0_3,x0_5,x0_6,x0_7,y0_1,y0_2,y0_3,y0_5,y0_6,y0_7
359.59357,3.747991,3.7062213,3.7559147,3.8807313,3.7193592,3.6767447,77.81705,0.35215104,79.69788,82.89304,79.81006,70.79562,83.54643,86.26019,136.57716,134.56657,136.1476,132.93094,136.69035,138.01013
358.61838,3.7260861,3.7944238,3.751959,3.7611609,3.6712646,3.7637625,77.483376,0.36081284,80.74764,76.70868,79.83368,79.37043,87.24963,79.892685,135.37181,137.67784,135.87517,135.48434,137.40033,135.00723
359.09085,3.7483468,3.6735904,3.7550037,3.659931,3.750039,3.7434514,77.61568,0.30700743,79.53273,84.989784,79.676605,87.03179,80.59677,81.33178,136.46164,133.1729,136.03522,137.69975,136.06787,136.16364
360.9503,3.738287,3.7064857,3.754261,3.8243685,3.7338424,3.6945837,77.95651,0.31653044,80.522934,83.129456,80.13483,75.29065,82.49287,85.119896,136.24611,134.55449,136.4396,135.05775,136.66226,137.97238
359.5575,3.740636,3.751322,3.7538857,3.6972635,3.8487546,3.7029781,77.35439,0.35646456,79.73951,79.69472,79.71195,84.71204,73.95058,84.37162,135.94531,135.80357,135.70074,136.9088,133.12949,136.77362
359.19113,3.7396142,3.7571511,3.7529712,3.6912034,3.757027,3.7076547,77.49118,0.32420915,79.87495,79.24227,79.871155,84.91581,80.41813,84.02558,135.95943,136.28351,135.90083,137.20613,135.49089,136.8835
359.84204,3.7464435,3.7241533,3.7581139,3.7828429,3.6502957,3.6391087,77.35869,0.33815384,79.37415,81.55702,79.56668,77.75671,88.40097,89.41854,136.23984,134.95459,135.73997,135.22322,138.05397,138.25299
360.2741,3.7347224,3.7858949,3.7534816,3.8279476,3.8706226,3.8147547,77.327255,0.33509427,80.26268,77.162506,79.89744,74.703575,72.72025,76.585945,135.70938,137.16644,135.70099,133.76868,132.52443,133.67055
359.23346,3.7447252,3.7044127,3.754526,3.8208208,3.6481853,3.7309554,77.24125,0.35177407,79.47152,82.54378,79.85051,75.205055,88.548004,82.2121,136.21857,133.94843,135.70992,133.9263,137.30902,135.98392
359.9681,3.7482548,3.7016313,3.752848,3.6625257,3.729998,3.7408934,77.78362,0.33994198,79.67572,83.12986,80.10468,87.20631,82.445526,81.494644,136.59412,134.52394,136.06067,137.89677,136.86066,136.18958
357.84427,3.7358334,3.7542555,3.7514997,3.7764022,3.7547288,3.7014508,77.2915,0.32676187,79.94567,79.20251,79.75818,78.386116,80.306984,84.418755,135.73334,135.90036,135.67093,134.98386,135.55795,136.77487
360.32742,3.7441704,3.6969018,3.7526224,3.701676,3.894459,3.71257,77.55913,0.33249032,79.77043,83.42333,80.05247,84.39871,70.75922,83.89444,136.34856,133.70404,136.03807,137.04276,131.76137,136.9905
358.7275,3.7463672,3.638256,3.7484746,3.7402043,3.858659,3.696177,77.550446,0.32337487,79.65255,86.96859,80.15287,81.357704,72.966095,84.84015,136.49597,131.32848,135.91365,136.11874,132.74017,137.13242
359.41028,3.7384765,3.786447,3.7554948,3.7044635,3.814468,3.7556872,77.16199,0.35425988,79.692856,77.16357,79.71185,83.897316,76.46553,80.34076,135.60475,137.16246,135.57788,136.31299,133.84003,135.43837
359.82068,3.7296426,3.7377946,3.75561,3.8277547,3.865617,3.798591,77.83705,0.33896756,80.69762,80.68611,79.773796,74.70351,72.54986,77.31472,135.59717,135.7121,136.27437,134.33145,132.8848,134.56483
359.30273,3.7474163,3.7756217,3.7527795,3.6491723,3.7958035,3.6653833,77.281685,0.32497013,79.401985,77.81417,79.92147,87.91877,78.29006,87.06583,136.18114,136.6317,135.63264,137.79709,134.5497,137.59702
358.40875,3.7391102,3.7283103,3.7462003,3.663262,3.892883,3.6782932,77.52887,0.32227027,80.07927,81.20858,80.15735,86.828766,70.28607,85.836296,136.03154,135.3474,135.81203,137.85533,131.58632,137.85558
359.2132,3.751495,3.7838073,3.7522907,3.693763,3.884999,3.7419343,77.48561,0.3198036,79.29758,77.412796,79.95363,84.52923,71.52372,81.36752,136.72287,137.11661,135.87093,136.85938,131.98357,135.67796
359.593,3.7482,3.7871037,3.7588856,3.724214,3.9084055,3.7475214,77.46178,0.36684445,79.55158,77.137955,79.50747,82.2395,70.01932,81.34365,136.54199,137.11794,135.92085,136.1748,131.43686,135.83215
359.25632,3.7379599,3.751429,3.7606902,3.803045,3.8506668,3.723366,77.63106,0.33215487,80.058014,79.79387,79.303085,76.50315,73.28751,82.867615,136.09692,136.29057,136.05458,134.64354,132.83578,136.44313
361.3005,3.7570899,3.7301981,3.7588062,3.732917,3.7152126,3.6759365,77.45577,0.36826992,79.058586,81.25559,79.79904,82.18095,84.29658,86.96466,136.79868,135.24312,135.89659,136.58774,136.46396,137.94087
358.32153,3.7430718,3.7216303,3.7483315,3.7281024,3.7836447,3.660936,77.09023,0.35073793,79.385544,81.453316,80.00352,81.81741,78.4797,87.12091,135.95222,134.70515,135.44931,135.98578,134.5703,137.52463
358.0791,3.7428408,3.7473397,3.7456608,3.800468,3.6928313,3.688144,77.1117,0.343404,79.50143,79.427475,80.21089,76.74808,85.01143,85.32378,135.93297,135.63556,135.4408,134.42995,136.87466,136.91843
359.55746,3.7562299,3.7166765,3.7543166,3.7226229,3.794199,3.6895678,77.475296,0.3265776,79.065834,81.879814,79.79933,82.60504,77.8971,85.43715,136.99335,134.62021,135.95033,136.6139,134.68552,137.21812
360.09897,3.7438993,3.7006173,3.7522228,3.7076044,3.7651808,3.643825,77.73192,0.3496831,79.76776,83.2826,80.05508,83.558174,79.93751,88.53965,136.44908,134.15765,136.02335,136.96764,135.81383,138.78603
358.62073,3.7469003,3.6999593,3.751681,3.866304,3.7455919,3.6786187,77.434906,0.3509699,79.56419,82.8047,79.84259,71.83846,81.21769,85.62041,136.32544,134.06306,135.76683,133.02057,135.64275,137.58884
358.88913,3.7448664,3.6905017,3.7537253,3.697735,3.856535,3.7343943,77.57659,0.34964392,79.71097,83.89493,79.70302,84.29287,73.43235,81.87176,136.32281,133.69952,135.998,136.96474,133.00208,136.24709
360.2418,3.736294,3.7284558,3.7510178,3.796341,3.7754934,3.7562902,77.682304,0.38363302,80.357086,81.47728,80.124626,77.157906,79.500626,80.65194,135.85068,135.11494,136.00356,135.28508,135.64589,135.6183
358.2269,3.7472527,3.7742581,3.7564814,3.812582,3.677913,3.6279826,77.242256,0.3288781,79.341705,77.93937,79.35441,75.63837,86.0832,89.66919,136.36613,136.58958,135.68314,133.97604,137.10773,138.40686
358.4645,3.741652,3.7871385,3.7460783,3.6192868,3.6326318,3.7857945,77.5995,0.31472275,79.85705,77.14205,80.23167,89.98462,89.41338,78.17729,136.25922,137.09486,135.90186,138.24147,138.51738,134.57028
359.53162,3.7450974,3.7370608,3.7519724,3.7592466,3.6358871,3.7273653,77.468285,0.3206018,79.549255,80.546005,80.02136,79.77479,89.78058,82.538925,136.21768,135.17493,135.84392,135.8382,137.87978,136.38133
359.27112,3.7302654,3.7380772,3.7559822,3.7526953,3.7437289,3.6374512,77.49693,0.3322367,80.41369,80.537704,79.59005,80.19798,82.25817,88.87151,135.47365,135.60506,135.9648,135.6529,135.54485,138.44911
358.69528,3.7437544,3.7176278,3.7517257,3.6230516,3.63052,3.7346456,77.48308,0.32423002,79.72401,81.95329,79.857414,89.67667,89.691,82.05959,136.18666,134.82333,135.87924,137.94292,137.90227,136.05194
359.6899,3.7532103,3.7681236,3.754817,3.8376243,3.8318102,3.751233,77.63113,0.36131775,79.25313,78.74937,79.85641,73.72149,75.45451,80.97272,136.82043,136.8141,136.02682,133.9947,133.16023,135.6496
360.17233,3.738792,3.79376,3.7551758,3.7646265,3.7092242,3.6979115,77.62007,0.33502045,80.13444,76.68232,79.839325,79.14584,84.49139,84.707985,136.05197,137.6103,135.96297,135.763,137.30028,137.53912
359.22897,3.7412713,3.7214842,3.749336,3.8695936,3.8837473,3.7968006,77.4805,0.36498034,79.77882,81.75109,80.11314,71.17386,71.608246,77.710724,136.07367,134.94933,135.8572,132.87384,132.25327,134.20119
361.09775,3.7516937,3.75381,3.763368,3.8728626,3.8777733,3.7546701,77.405075,0.32426012,79.35458,79.73251,79.36625,72.03648,72.260544,80.95148,136.52159,135.92601,135.89049,133.0945,132.6964,135.66495
358.59943,3.7468305,3.7560554,3.7506332,3.7798135,3.890795,3.6704652,77.5078,0.34991106,79.411125,79.35682,79.95856,78.07129,70.60402,86.31264,136.45297,136.20366,135.91019,135.39146,131.66379,137.71628
358.95285,3.7303164,3.7701688,3.7532697,3.8711977,3.7135663,3.7908344,77.37321,0.36743414,80.44503,78.349724,79.840515,71.50114,83.70774,77.737946,135.45021,136.68819,135.90901,132.75032,136.83665,134.29362
358.3146,3.75632,3.7535226,3.7584748,3.7873538,3.6775494,3.712702,77.61735,0.31321704,79.153824,79.382385,79.31821,77.35566,86.038376,83.68666,136.97914,136.13678,135.97958,135.07356,137.86118,136.63564
360.95575,3.7384102,3.7225459,3.7550094,3.8050435,3.688638,3.6650722,77.56251,0.37063116,80.227806,81.758354,80.08045,77.397285,85.96957,87.54659,136.0736,134.78027,135.95872,134.62723,137.2673,138.42293
358.8793,3.7406352,3.7250397,3.7535064,3.8443847,3.8752272,3.7380397,77.65723,0.35158548,80.07401,81.557915,79.786316,73.83372,71.76346,81.6358,136.25362,135.36969,136.04778,134.07579,132.32808,136.11171
357.37827,3.7527654,3.7313838,3.7417,3.7385592,3.8523018,3.631722,77.022415,0.34153455,78.92019,80.51497,80.29381,80.262146,73.40314,89.27835,136.46326,134.72433,135.4091,135.27174,132.23415,138.02756
359.34036,3.7481844,3.7270567,3.7544203,3.805339,3.8244581,3.7577815,77.27313,0.33415538,79.35599,81.02834,79.822815,76.54466,75.4843,80.55359,136.40067,134.8977,135.57271,134.26624,133.29791,135.32207
357.31604,3.736254,3.6746974,3.7499895,3.8131356,3.7980773,3.7254612,77.46535,0.32582676,80.03496,84.44806,79.82926,75.54974,76.90534,82.19261,135.83736,133.04555,135.92851,134.27162,134.49998,136.24771
359.33765,3.7486866,3.6837509,3.7544427,3.6969945,3.738732,3.7197204,77.542534,0.34593698,79.32612,84.263115,79.83909,84.3565,81.71155,82.97316,136.52841,133.39276,135.97833,137.60715,136.2497,136.36781
359.7296,3.7440882,3.7007296,3.7632785,3.6493154,3.8580124,3.6972575,77.5599,0.31437537,79.64321,83.10563,79.1138,87.92513,73.242935,84.89815,136.30336,134.07983,135.95282,137.4037,132.99062,137.16814
359.46368,3.7304316,3.7512453,3.743797,3.708294,3.767074,3.7774541,77.668465,0.35022157,80.665726,79.650085,80.61127,83.10157,79.53418,79.13474,135.58719,136.10037,136.03325,137.27672,135.50868,134.96147
360.06732,3.7365174,3.7522151,3.7553263,3.7368588,3.738595,3.6647496,77.61651,0.34529516,80.157196,79.52995,79.82725,81.57298,82.165634,87.28817,135.97151,136.23268,135.9812,136.07733,136.3259,138.13696
361.34595,3.7421405,3.7580156,3.7574704,3.8039036,3.7284997,3.6928625,77.71563,0.3600611,79.94983,79.35243,79.91913,77.11111,83.38593,85.46471,136.28703,136.49576,136.04204,134.9364,136.23177,137.61023
358.5632,3.7369766,3.7195168,3.7505925,3.7586775,3.7074435,3.6340873,77.33677,0.3587765,79.99655,81.55782,79.92046,80.03408,84.19298,89.236885,135.75294,134.65834,135.79926,135.67125,137.14058,138.12457
359.17105,3.7485282,3.7348142,3.755543,3.6961498,3.7609038,3.6256073,77.37504,0.34831384,79.356804,80.54679,79.559105,84.49156,80.09877,89.96518,136.40948,135.15948,135.79317,136.91684,135.19395,138.6992
358.8216,3.7329466,3.6968045,3.7558203,3.8395162,3.6346307,3.7800307,77.57118,0.33635923,80.432686,83.32085,79.56333,73.934166,89.33245,78.60183,135.6454,133.99034,135.99051,133.85109,138.16652,134.84337
360.74652,3.7306678,3.7467556,3.7592452,3.6774364,3.8123033,3.6475275,77.44389,0.35946018,80.625984,80.1393,79.63085,86.43131,76.53279,88.941734,135.47281,135.7574,135.84627,137.40279,134.31145,138.59142
358.87943,3.757309,3.7192721,3.7561119,3.7878954,3.6967824,3.626281,77.524605,0.34713745,78.966934,81.82049,79.5382,77.49265,85.320854,89.914696,137.12381,135.00105,135.91118,135.03235,136.70387,138.85168
360.47504,3.7445142,3.7441795,3.7531364,3.6749382,3.6837938,3.696146,77.66529,0.33339018,79.975494,80.253075,80.10825,86.17174,86.19846,85.158905,136.3362,135.90257,136.04956,137.4993,137.78734,137.43867
359.4735,3.7413375,3.7040582,3.7530437,3.7784631,3.7236032,3.7297366,77.90807,0.34425536,80.09869,83.019066,79.90392,78.06155,82.900764,82.20192,136.48181,134.50414,136.31598,135.94856,136.82874,136.59427
358.88837,3.747409,3.7705722,3.7527304,3.7384622,3.7353516,3.7013044,77.137535,0.27916247,79.39737,78.081116,79.70688,81.512505,81.817505,84.33834,136.08989,136.35588,135.48616,135.69533,136.1581,136.72794
359.5496,3.7496145,3.758509,3.7543995,3.6387098,3.687066,3.676271,77.176094,0.3271082,79.136536,79.1095,79.80502,88.7962,85.61841,86.65896,136.27032,136.04472,135.65398,137.70436,136.75504,137.39407
358.96802,3.7472532,3.7396314,3.7506135,3.858534,3.6823092,3.7533455,77.69433,0.34578574,79.76654,80.536514,79.995476,72.235756,86.71674,80.694885,136.59047,135.95612,135.98442,133.51613,137.645,135.90088
360.349,3.7350516,3.7335904,3.7547283,3.796168,3.6642728,3.737703,77.45261,0.38887984,80.18734,81.01184,79.90897,77.26237,88.403076,82.20663,135.68921,135.10983,135.86154,135.2364,137.37349,136.17068
360.3051,3.7236834,3.7473373,3.7580576,3.677455,3.7279494,3.7228239,77.38956,0.36271352,80.90225,79.74862,79.64716,86.250114,83.71935,83.284515,135.05344,135.69833,135.91318,137.2341,136.7115,136.46594
357.80667,3.732739,3.738078,3.7541513,3.6645944,3.7764502,3.7158456,77.3436,0.33195198,80.13461,80.31526,79.48932,86.47051,78.69468,83.33806,135.612,135.35664,135.86385,137.51552,134.78508,136.36607
359.16217,3.7453692,3.721601,3.7540991,3.6226728,3.704312,3.7016275,77.599464,0.33081877,79.738785,81.80898,79.706314,89.85739,84.454254,84.37514,136.43842,134.88106,135.88643,137.93568,137.01035,137.09323
358.70132,3.7465038,3.7859988,3.750535,3.8214962,3.7852483,3.7085094,77.39731,0.34125143,79.490685,77.177284,79.88133,74.829735,78.40057,83.831764,136.38841,137.37646,135.726,133.96843,134.9697,136.57758
358.8239,3.7366984,3.740248,3.7454624,3.736448,3.6935623,3.7354558,77.159515,0.32895213,79.88021,80.19016,80.31596,81.34073,85.29514,81.96174,135.64415,135.15756,135.50096,136.04669,137.1814,135.76979
359.65225,3.7422395,3.7260933,3.7486155,3.6580667,3.891417,3.6891222,77.34945,0.3400398,79.78803,81.37981,80.13507,87.385666,70.77828,85.38722,136.15384,135.08354,135.6882,137.59312,131.51688,137.32097
359.5329,3.7351456,3.8178277,3.7494676,3.7995284,3.7917066,3.724086,77.33517,0.3418408,80.17531,75.13979,80.20643,76.66567,78.55389,82.92295,135.60776,138.1841,135.61595,134.53294,134.47809,136.4735
358.95428,3.7485356,3.7293348,3.7510085,3.7808137,3.8324485,3.8058941,77.38998,0.3344269,79.435356,80.85441,79.96328,77.87084,75.102005,77.032715,136.60115,135.25624,135.68704,135.40546,133.63348,133.63509
359.69574,3.7372146,3.770675,3.7503555,3.713229,3.7723181,3.6789992,77.53029,0.37908337,80.29085,78.188576,80.14268,83.44127,79.38011,86.35141,135.86449,136.90004,136.06789,136.78856,135.6431,137.62143
357.90323,3.7410305,3.7539423,3.745668,3.6826131,3.6894903,3.7480872,77.60804,0.33070695,80.06567,79.39148,80.15624,85.21839,85.26106,80.94423,136.02419,136.30322,135.99887,137.31158,137.19707,135.58405
358.77472,3.7420688,3.6905036,3.7478194,3.818948,3.7940364,3.707645,77.45188,0.33618405,79.61766,83.37529,80.12627,75.428246,77.73917,83.85031,136.22417,133.79033,135.83167,133.97472,134.70071,136.48318
358.87988,3.7311628,3.7247128,3.7509794,3.8420234,3.8234568,3.6963174,77.35147,0.35083336,80.387054,81.273575,79.95987,73.61688,75.91763,84.80912,135.51418,135.0685,135.73381,133.85098,133.39534,137.04515
360.52896,3.7474372,3.738253,3.7584496,3.8914516,3.871077,3.779067,77.74762,0.3410784,79.76841,80.88568,79.73633,70.17334,72.434135,79.43869,136.51971,135.66751,136.12956,132.95543,132.73613,134.95668
359.16904,3.742787,3.7694786,3.7604353,3.8237662,3.8778338,3.7019925,77.69657,0.37385774,79.94794,78.6306,79.2694,74.87856,71.533646,84.26429,136.34256,137.02267,136.12354,134.14494,132.14185,137.1491
358.58832,3.7351036,3.7212052,3.7465203,3.6398005,3.6535122,3.7787519,77.58003,0.36260587,80.20892,81.460434,80.180305,88.57172,88.30431,78.70229,135.86363,135.09091,135.91768,137.67235,137.98587,134.85107
361.18912,3.72242,3.780107,3.7625961,3.8183439,3.8653128,3.6322374,77.7622,0.35029477,81.21172,77.99579,79.561035,75.86965,73.428345,89.84603,135.09126,136.92487,136.2485,134.99306,132.93643,138.80391
359.27722,3.7292058,3.7315245,3.7573707,3.7578948,3.7109983,3.7787147,77.89737,0.35914186,80.91331,81.200264,79.5543,79.54277,84.09215,78.677,135.66692,135.70712,136.3212,135.87656,137.33548,135.35236
357.69153,3.7199447,3.7243853,3.7549443,3.629385,3.8078532,3.734991,77.40608,0.35148785,80.94807,81.21527,79.42641,88.80218,76.49268,81.8155,134.86583,135.15527,135.8765,138.00073,133.88039,135.89346
359.07632,3.7571313,3.7595844,3.7583747,3.8833926,3.7358487,3.7018576,77.63286,0.36373046,79.122185,79.111626,79.41873,70.68001,82.02966,84.3371,137.10753,136.63037,136.03523,132.65555,136.20335,137.20825
358.69107,3.7386956,3.7736852,3.7502108,3.8521073,3.702634,3.7673771,77.672485,0.36537266,80.00075,77.98989,79.99827,72.553894,84.31009,79.498375,136.1375,137.06128,136.101,133.43835,137.14224,135.01785
357.50165,3.7287667,3.7423205,3.7554889,3.8555906,3.6673012,3.7217348,77.49489,0.3272528,80.47266,80.054665,79.37503,72.07176,86.64705,82.503235,135.44508,135.89203,135.94395,132.79709,137.71642,136.26796
358.02625,3.7476149,3.730888,3.7532852,3.7538524,3.6763196,3.7071373,77.351746,0.30595988,79.40464,80.9224,79.65014,79.75325,85.94338,83.679855,136.50429,135.13998,135.76974,135.32335,137.25009,136.55136
358.17633,3.732655,3.7485476,3.752528,3.8510516,3.6935565,3.7746572,77.320656,0.3544307,80.23842,79.74775,79.67916,72.49876,84.537636,78.93545,135.62965,135.89343,135.61404,133.44522,136.43312,134.37634
360.7255,3.7351036,3.7271273,3.751355,3.8903055,3.8152437,3.700516,77.58925,0.32859096,80.28032,81.1945,80.302826,70.8747,76.10348,84.68859,135.64993,134.97874,135.97798,133.11697,134.21002,137.29367
358.81653,3.7335966,3.6845646,3.7506676,3.8295314,3.688747,3.7390156,77.46259,0.37246388,80.27746,84.05592,79.91607,74.48305,85.38653,81.30919,135.70697,133.20892,135.90517,134.06313,136.8021,136.01552
360.5068,3.7533946,3.805084,3.7607403,3.8829725,3.7977767,3.7393396,77.63011,0.31073704,79.31647,76.06799,79.51888,70.87955,77.64518,81.96522,136.8798,138.04181,136.07852,132.7004,134.6263,136.10992
360.44675,3.7411487,3.7417946,3.7496867,3.8082807,3.8431942,3.7614894,77.60503,0.3189175,80.07099,80.450455,80.39302,76.44533,74.673996,80.43567,136.27965,135.80527,135.9633,134.80005,133.47958,135.54268
357.3675,3.7365005,3.7314112,3.7525606,3.7883008,3.8254046,3.7708237,76.93224,0.3643285,79.71222,80.3704,79.524826,77.53413,75.57871,79.18544,135.47711,134.97198,135.34178,134.55223,132.7884,134.4339
358.73044,3.7364695,3.7103152,3.7468154,3.8730793,3.891075,3.7771215,77.4301,0.34609985,80.15435,82.34205,80.28353,71.59062,70.8407,78.817184,135.7537,134.53313,135.79158,132.42061,131.18361,134.92195
357.77658,3.7458966,3.7695813,3.7523363,3.6641371,3.817679,3.6384487,77.222046,0.31667662,79.2696,78.028984,79.602776,86.44798,76.06398,88.791855,136.18814,136.5781,135.62326,137.33583,133.57526,138.14436
358.94116,3.7577953,3.7455127,3.7579472,3.6595387,3.8078697,3.6448216,77.35125,0.3155277,78.8986,79.98894,79.45069,87.24633,76.87445,88.34614,136.98135,135.77933,135.77025,137.5901,134.18898,138.11572
360.30563,3.7501051,3.7569041,3.752715,3.7204504,3.7643309,3.8487053,77.76312,0.32190716,79.57783,79.532326,80.05549,82.50781,80.251114,74.035736,136.81012,136.48164,136.1169,137.18413,136.00299,132.77956
358.6826,3.7511628,3.804303,3.7503374,3.7857678,3.7098076,3.6250732,77.21941,0.3285762,78.98182,75.70194,79.92775,77.64644,84.039215,89.79596,136.55746,137.47696,135.63954,134.63737,136.81244,138.32764
357.1191,3.745313,3.8045547,3.7480187,3.8557177,3.7138925,3.6456378,77.52887,0.33988923,79.66601,75.747505,79.79786,72.13426,83.48733,88.178505,136.32608,137.98032,135.88805,133.07095,136.32274,138.25818
358.5157,3.7414353,3.8174376,3.7488039,3.8619823,3.6756139,3.6674705,77.39837,0.36552048,79.67912,74.78254,80.05019,72.23941,86.00498,86.74156,136.23158,138.24983,135.75261,132.84561,137.7659,137.64336
359.01358,3.759673,3.7635615,3.7551816,3.625204,3.737518,3.8687596,77.90011,0.3624099,78.95583,79.04763,79.67649,89.8301,81.55327,72.11787,137.50269,137.0045,136.25714,138.37813,136.38063,131.95552
359.40274,3.7692459,3.73887,3.7595055,3.8329012,3.7012546,3.7135277,78.24147,0.37847668,78.89139,80.703606,79.45428,74.18681,84.69345,83.23102,138.1594,136.32861,136.745,134.25867,137.68628,137.40836
362.75192,3.7648242,3.7939446,3.756943,3.804615,3.8497534,3.6821635,77.56202,0.32048526,78.63136,77.16535,80.15448,76.98576,74.74801,86.794464,137.263,137.35901,135.85066,135.19812,133.39046,137.9703
358.10703,3.7582996,3.7756674,3.753854,3.7476158,3.8908062,3.7198126,77.68384,0.34752345,78.96117,77.86518,79.527214,80.41086,70.65414,82.873276,137.02724,137.17363,136.1107,136.10881,131.74826,136.4599
